Data,name,mobile,sentiment_score
https://youtube.com/shorts/cZT4GLGOkLc?si=zqLSEyFz5osBV4IH,6224213708,2024-01-29 16:06:28+00:00,0.5
https://youtube.com/shorts/3fUUrx_yx1s?si=7qO09ReoE1-yPPUy,5210545408,2024-01-29 15:24:34+00:00,0.5
"⚡️IDF soldiers document the firing of Qassam rockets towards Tel Aviv

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-29 15:21:31+00:00,0.5
"⚡️Fear and panic among settlers after the Qassam rockets reached Tel Aviv

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-29 15:17:34+00:00,0.46875
,6765071278,2024-01-29 15:05:11+00:00,0.0
https://t.me/proxytweetbio?boost,5372600484,2024-01-29 14:58:42+00:00,0.6
"https://t.me/proxy?server=88.99.235.247&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D
Proxy

@proxytweetbio",5372600484,2024-01-29 14:55:37+00:00,0.5
"Id 3798625
Password 9
Top 2
1 / 100 💎 or 66₱
2 / 100 💎 or ₱66",889839684,2024-01-29 14:54:27+00:00,0.5277777777777778
"Id 3798625
Parol 9
Top 2
1 / 100 💎 yoki 66₱
2 / 100 💎 yoki 66 ₱",6749855117,2024-01-29 14:54:26+00:00,0.5263157894736842
"Tournament❗
Time / 19:50 ✅
The prize is 100 for top 2 💎
Channel @IXAFF202",889839684,2024-01-29 14:42:20+00:00,0.5625
"Turnir❗
Soat / 19:50✅
Priz top 2 ga 100 💎
Kanal @IXAFF202",6749855117,2024-01-29 14:42:19+00:00,0.5384615384615384
,6749855117,2024-01-29 14:36:36+00:00,0.0
https://youtube.com/shorts/3fUUrx_yx1s?si=7qO09ReoE1-yPPUy,1580497851,2024-01-29 14:34:20+00:00,0.5
The biggest attack so far by the 🇮🇷 resistance group on an American post in Jordan left 8 dead and 42 wounded. 🇮🇷👊👏👏👏,889839684,2024-01-29 14:00:49+00:00,0.4375
**بزرگترین حمله تاکنون، توسط گروه مقاومت 🇮🇷 به یک پست آمریکا در اردن، ۸ کشته و ۴۲ زخمی برجای گذاشت.**🥰🇮🇷👊👏👏👏****,169657243,2024-01-29 14:00:48+00:00,0.5
🇵🇸 😢 Palestinians fleeing to safe areas in Khan Younis face gunfire.,2024491846,2024-01-29 14:00:04+00:00,0.5
Join,5372600484,2024-01-29 13:56:57+00:00,0.5
"https://t.me/proxy?server=88.99.235.247&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D
Proxy

@proxytweetbio",5372600484,2024-01-29 13:54:43+00:00,0.5
🔥 Yemen: The Yemeni Armed Forces announce the implementation of a targeting operation against a US Navy ship “Lewis B Puller” while it was sailing in the Gulf of Aden with a developed and suitable naval missile.,-1001950217998,2024-01-29 13:43:13+00:00,0.5121951219512195
**https://youtu.be/MvGO0M-2xDA**,169657243,2024-01-29 13:41:25+00:00,0.5
🟢⚡️ Scenes from the clash of Al-Qassam Mujahideen in Khan Yunis,-1001950217998,2024-01-29 13:14:20+00:00,0.45454545454545453
"🔸ISLAM EXPLAINED IN SECONDS 



💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-29 12:27:10+00:00,0.5
"Eric Clapton for Gaza 🇵🇸😊

Thanks bro 🙏",-1001666243069,2024-01-29 12:12:58+00:00,0.5
"""We don't give them food ,we don't give the Arabs anything they will have to leave , the world will accept them""

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-29 12:09:26+00:00,0.5
"🔸Amazing images of snowflakes from a 200x zoom camera.🥰


💝**join me**☺️
👉 [Islam path of life](https://t.me/Islam_path_of_life)",6639058272,2024-01-29 11:38:18+00:00,0.5
No copyrighted movie promotion in this group!,462576330,2024-01-29 11:37:50+00:00,0.5
"[ɯɐɹʎ](tg://user?id=855092210) [`855092210`] warned (1 of 3).
**Due to**: can not forward copyrighted movie channel here, soon Telegram moderator will close this group!",1331291118,2024-01-29 11:36:59+00:00,0.5111111111111111
"This is an app for Telegram members exchange, you can try it, but mostly the members are fake",462576330,2024-01-29 11:34:35+00:00,0.475
,462576330,2024-01-29 11:33:09+00:00,0.0
"[@Tkj18](tg://user?id=5066909670) [`5066909670`] has been 🔇 muted.
**Due to**: Betting and gambling is not allowed in this group!",1331291118,2024-01-29 11:32:32+00:00,0.5
"The oppressed children of Gaza are becoming martyrs one by one.

😭😭💔💔💔💔💔💔💔
Please stop this genocide

@ResistanceToast 
@Al_Qasaam_Toast",-1001950217998,2024-01-29 11:30:50+00:00,0.47619047619047616
"You can use this app, wait",462576330,2024-01-29 11:30:01+00:00,0.5
I just find it a bit suspicious is all,5284211419,2024-01-29 11:29:37+00:00,0.3888888888888889
Hm ok,5284211419,2024-01-29 11:29:23+00:00,0.5
"That's fake member
Mostly from Uzbekistan
I added it by myself",462576330,2024-01-29 11:29:08+00:00,0.4583333333333333
,5284211419,2024-01-29 11:28:42+00:00,0.0
,5284211419,2024-01-29 11:28:42+00:00,0.0
That was like 15 people..,5284211419,2024-01-29 11:28:17+00:00,0.5833333333333334
Lot of people joining just now. Is this not suspicious to anyone else?,5284211419,2024-01-29 11:28:05+00:00,0.5
"This person is a scammer, later he ask your money for bla bla bla!",462576330,2024-01-29 11:21:58+00:00,0.5
"[Sayan](tg://user?id=5803553885) [`5803553885`] has been 🔇 muted.
**Due to**: Scammer!",1331291118,2024-01-29 11:19:49+00:00,0.5
"#Damascus 🇸🇾

Israeli aircraft attacked targets of the Iranian Revolutionary Guard in the farms extending between the towns of Aqraba and Sayyida Zeinab, south of the capital, Damascus.",-1001950217998,2024-01-29 11:09:58+00:00,0.515625
"⚡ Scenes of mortar lava used by the Mujahideen of the Al-Quds Brigades smashed enemy soldiers and vehicles in the advance axis, west of Khan Yunis.
Al-Aqsa Flood

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-29 11:08:28+00:00,0.4852941176470588
what happened to him ?,6310350965,2024-01-29 10:52:56+00:00,0.5
"Hey , how ? @CoolToasite",2024491846,2024-01-29 10:52:31+00:00,0.5
"🇾🇪🇺🇸 Если сегодня в Техасе вы не принимаете иммигранта, то как вы можете ожидать, что весь мир примет ваши войска, которые приезжают, колонизируют и убивают людей? - член Высшего политического совета Йемена Мухаммад Али аль-Хути

https://t.me/zakhodisudaa  👈",6310350965,2024-01-29 10:50:07+00:00,0.5
"**Can you tell me the age of this innocent child? 🔞🔞🔞
****@Resistancetoast****
****@Al_Qassam_Toast**",-1001950217998,2024-01-29 10:34:19+00:00,0.5
"𝑩𝒓 𝒌𝒖𝒏 𝒌𝒂𝒑𝒂𝒍𝒂𝒌 𝒃𝒍𝒂𝒏 
𝒒𝒂𝒓𝒈'𝒂 𝒔𝒆𝒗𝒊𝒔𝒉𝒊𝒃 𝒒𝒐𝒍𝒊𝒃𝒅𝒊 
𝑸𝒂𝒓𝒈'𝒂 100 𝒚𝒊𝒍 𝒚𝒂𝒔𝒉𝒆𝒅𝒊 
𝒌𝒂𝒑𝒂𝒍𝒂𝒌 𝒆𝒔𝒂 1 𝒌𝒖𝒏 
𝒎𝒆𝒏 𝒌𝒂𝒑𝒂𝒍𝒂𝒌𝒏𝒊 𝒔𝒆𝒗𝒊𝒃
𝒉𝒂𝒕𝒐 𝒒𝒍𝒃𝒎𝒂𝒏",6765071278,2024-01-29 10:30:28+00:00,0.5
This chosen pig 🇮🇱🐖 already delivered to chosen hospital,-1001666243069,2024-01-29 10:29:47+00:00,0.4444444444444444
"✅ اعلامي أمریکي:

📍هذا هو أول حصار بحري في تاريخ البشرية يتم بدون سفن بحرية/ربما الحوثيون هزموا بايدن في معركة البحر الأحمر!

🆔 @Baridmedia",374943925,2024-01-29 10:26:31+00:00,0.5
Premium borla ovoz berib yuboila ❤️,5655525948,2024-01-29 10:12:29+00:00,0.5
https://t.me/uzbekmusic_9k?boost,5655525948,2024-01-29 10:12:28+00:00,0.6
"💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-29 10:09:18+00:00,0.5
"⚡Iran rejects report that China pressured it on Red Sea attacks

Speaking to reporters in Tehran, Foreign Ministry spokesman Nasser Kanaani said such a claim is “fundamentally” wrong, and it’s unclear where it originated from. He pointed out China’s Foreign Ministry also rejected the allegation

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-29 10:01:24+00:00,0.4482758620689655
"I forgot something, there's admin here @ServantofAllah2010  that has almost the same background with you.

I assume the similarities of the people's background will affect something easier to understand and faster. 

So, if you have any doubtful about what happened to Palestinian people, you can chat with her in private.",462576330,2024-01-29 09:38:03+00:00,0.5
"یه چیز جالب خوندم که:

کوسه های داخل آکواریوم بیشتر از ۴۰ سانتی متر رشد نمی کنند. در حالی که همونا توی اقیانوس رشدشون به ۴ متر هم میرسه:)
میخوام بگم که:
بزرگ شدنت به محیطی که توش فعالیت میکنی و آدمایی که باهاشون ارتباط داری، خیلی بستگی داره! با دقت بیشتر انتخابشون کن❗️

@proxytweetbio",5372600484,2024-01-29 07:56:52+00:00,0.5
"💝**join me**☺️
👉 [Islam path of life](https://t.me/Islam_path_of_life)",6639058272,2024-01-29 07:42:22+00:00,0.5
"Palestine's Business Directory Book in 1937 A.D 🇵🇸😊

Credits for:
Sparkkpistols",-1001666243069,2024-01-29 07:21:20+00:00,0.5
"💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-29 07:14:48+00:00,0.5
Anyone interested to me so msg me in inbox I were such a different people,6624667263,2024-01-29 07:10:24+00:00,0.5
O'zbek nomerlar bor ishonchli spam boʻlmagan toza nomerlar,6824843037,2024-01-29 06:17:08+00:00,0.5
https://www.youtube.com/@bj999-ee3uw?sub_confirmation=1,6963469899,2024-01-29 05:42:54+00:00,0.5
"""Zimmedari""

When the hunger strikes, aloof it is about your caste, creed, religion; A boy turned a man, a child whose indifferent to every evil or good will see the trenches of hardships.

Help is all we can do Doesn't matter if it's financial or emotional, persistence can even move mountains why wouldn't prayers be herd.
https://www.instagram.com/reel/C2p9X09yQXU/?igsh=bWJkaDBxMmZ4c25s",1736892926,2024-01-29 05:20:24+00:00,0.4797297297297297
"⚡Former speaker of the US House of Representatives Nancy Pelosi claims that some protests calling for a ceasefire in Gaza are ""connected to Russia.""

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-29 05:03:42+00:00,0.4838709677419355
Membersgram uchun coin sotiladi 1k 3000 dan oladiganlar lichkamga yozilar,6906718243,2024-01-29 04:37:29+00:00,0.5
"🔶Russian Sister Angelina Reverts to Islam.


**Islam is the only way of life**♥️

💝**join me**☺️
👉 [Islam path of life](https://t.me/Islam_path_of_life)",6639058272,2024-01-29 04:27:10+00:00,0.5
Assalomu alaykum. Uzb noʻmerlar bor arzon narxda qiberaman,6401688063,2024-01-29 04:24:30+00:00,0.5
"🔸Islam encourages us for doing Goodness and good behaving even with Animals🐈


💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-29 04:19:52+00:00,0.5277777777777778
https://youtube.com/shorts/eCykJ384wx4?si=kGvYd5pVn2IgKBxe,6963469899,2024-01-29 04:08:32+00:00,0.5
"Asustado Oren POR estos NIÑOS PALESTINOS🚨❗️❗️

Los medios israelíes dirían que son
proteger al niño y a la madre del khummus (pero solo después de matar al padre y a todos los demás varones adultos)

la pequeña está temblando de miedo 💔🙏😔😔😔😔😔

The Small  children shows fear these evil people will do something to her😔

Help the little girl trembling with fear 🙏🏻💔😔😔😔😔😔



Scared Pray  FOR this CHILDREN PALESTINE🚨❗️❗️
Israeli media would say they're
protecting the child and mother from khummus (but only after killing the father and all other adult males)

صلوا من أجل هذا الطفل الفلسطيني🚨❗️❗️
وسائل الإعلام الإسرائيلية سوف تقول أنهم كذلك
حماية الطفل والأم من الخمس (ولكن فقط بعد قتل الأب وجميع الذكور البالغين الآخرين)
هذا ليس صحيحا

😔😔😔😔😔😔😔😔😔

Children in danger from the world's most evil soldiers ‼️‼️‼️‼️

The children Show fear please 💔💔💔💔💔💔💔💔💔💔💔💔



@impalestineinocentchildren💔😔🇵🇸",6774474586,2024-01-29 04:04:12+00:00,0.47297297297297297
"Pemandangan jenazah para syuhada menumpuk di Rumah Sakit Nasser di Khan Yunis, selatan Jalur Gaza",1623435140,2024-01-29 04:02:02+00:00,0.5
"يُمسخُ قومٌ من أمتي في آخرِ الزمانِ قِرَدةً وخنازيرَ ، قيل : يا رسولَ اللهِ ويشهدونَ أنْ لا إلهَ إلا اللهُ وأنك رسولُ اللهِ ويصومون ؟ قال : نعم . قيل : فما بالُهم يا رسولَ اللهِ ؟ قال : يتخذونَ المعازفَ والقيناتِ والدفوفَ ويشربونَ الأشربةَ فباتوا على شُربِهم ولهوِهم ، فأصبحوا وقد مُسِخوا قِرَدَةً وخنازيرَ

💝join us for more Islamic contents✨
🔗 [Telegram](http://t.me/Hedayat1444) 
🔗 [WhatsApp](https://chat.whatsapp.com/IGKscpb86EfAbLdUktfIwX)",6639058272,2024-01-29 04:00:45+00:00,0.5
Assalomu alaykum. Uzb noʻmerlar bor arzon narxda qiberaman,6401688063,2024-01-29 03:52:49+00:00,0.5
Assalomu alaykum. Uzb noʻmerlar bor arzon narxda qiberaman,6401688063,2024-01-29 03:49:30+00:00,0.5
"With heavy hearts , we announce the martyrdom of Ahed Adnan Abu Sitta. The Palestinian Islamic Jihad fighter that jumped for joy when he destroyed a Zionist Merkava in Gaza in a video last year.

Highest stages of Jannah! Love you my brother and thank you for keeping the heads of this Muslim Ummah raised! 

بأمان الله يا شهيد الله 

*Al Muqawamah Al Islamiyah 🇿🇦*",6774474586,2024-01-29 02:28:04+00:00,0.5140845070422535
🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,6774474586,2024-01-29 02:28:04+00:00,0.5
"This content was published by Pro-Israel writer, so the context is according to what they want, I recommend you not to subscribe it because you know, many of them are fabricated stories without real evidences",462576330,2024-01-29 01:28:23+00:00,0.5131578947368421
"[Nellie R. Williams](tg://user?id=6771587315) [`6771587315`] banned.
**Due to**: Scam!",1331291118,2024-01-29 01:22:12+00:00,0.48214285714285715
Or is it just Zionist propaganda?,1674300834,2024-01-29 00:49:40+00:00,0.35714285714285715
How true is this article?,1674300834,2024-01-29 00:49:13+00:00,0.5
"With heavy hearts , we announce the martyrdom of Ahed Adnan Abu Sitta. The Palestinian Islamic Jihad fighter that jumped for joy when he destroyed a Zionist Merkava in Gaza in a video last year.

Highest stages of Jannah! Love you my brother and thank you for keeping the heads of this Muslim Ummah raised! 

بأمان الله يا شهيد الله 

@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-29 00:48:11+00:00,0.5147058823529411
"https://l.kphx.net/s?d=4880785110830947022&extra=Q1RSWT1ORyZMTkc9ZW4tR0I=&g=71f0378cb8976dfcc187f669b28f0f21

At least China and Iran support Palestine.",1674300834,2024-01-29 00:47:50+00:00,0.5294117647058824
SIEG HEIL,5193710037,2024-01-29 00:43:26+00:00,0.5
SIEG HEIL,5193710037,2024-01-29 00:43:25+00:00,0.5
SIEG HEIL,5193710037,2024-01-29 00:43:23+00:00,0.5
SIEG HEIL,5193710037,2024-01-29 00:43:21+00:00,0.5
SIEG HEIL,5193710037,2024-01-29 00:43:19+00:00,0.5
SIEG HEIL,5193710037,2024-01-29 00:43:18+00:00,0.5
SIEG HEIL,5193710037,2024-01-29 00:43:14+00:00,0.5
Good morning🥱🌞,6624667263,2024-01-29 00:29:31+00:00,0.75
Ho,6624667263,2024-01-29 00:29:24+00:00,0.5
❤️یک اهنگ ترکی زیبا,5353925868,2024-01-29 00:03:47+00:00,0.5
"Hello! Another week is over. Here there are some stats of this group:

-- BY MESSAGES --
sent messages last week: 7,446
sent messages this week: 8,156
difference: +710  percent: +9.54%
position last week: 8
position this week: 7

-- BY MEMBERS --
members last week: 7,517
members this week: 7,568
difference: +51  percent: +0.68%
position last week: 44
position this week: 44

-- BY VOTES AVERAGE --
average and number of votes last week: 0⭐️|(0)
average and number of votes this week: 0⭐️|(0)
position last week: 0
position this week: 0

-- BY ACTIVE USERS --
active users last week: 6,068
active users this week: 6,567
difference: +499  percent: +8.22%
position last week: 1
position this week: 1

TOP USERS OF THE WEEK:
1) [Channel](tg://user?id=136817688): 183
2) [Israel Diaper Forces](tg://user?id=462576330): 147
3) [Aba](tg://user?id=5461738793): 96
4) [Boss](tg://user?id=2024491846): 84
5) [🔱Truth](tg://user?id=169657243): 83
6) [The PunisheR⚔️](tg://user?id=6345477796): 71
7) [A](tg://user?id=6047192430): 69
8) [𓂆 دامر⚜️🔻](tg://user?id=5167622459): 55
9) [Mike](tg://user?id=6001766723): 46
10) [Abu](tg://user?id=6594475443): 44

#weekly_group_digest",241921588,2024-01-29 00:03:07+00:00,0.5016393442622951
https://t.me/Sevgi_va_dostlik_Dostlarr12,5842849907,2024-01-28 23:54:01+00:00,0.5
"**FU*K YOU USA & ISRAEL**🖕
**T.me/ExposingZionist** 🇵🇸",169657243,2024-01-28 23:53:50+00:00,0.5
"It is militarily common
The process of launching ballistic missiles takes place according to fixed steps
1- Identify a fixed target, not a moving one
2- Launching the electronic beam that controls the missile’s trajectory
3- Launching
The question that puzzled all military experts
How can ballistic missiles be fired at moving targets and hit their target with high accuracy?
It's Yemen, gentlemen
With its new and advanced missile systems                                                                                                                                  @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-28 23:50:47+00:00,0.5
"💥 **T.me/ExposingZionist** 💥
     💥 **T.me/SatanicJew** 💥",169657243,2024-01-28 23:36:00+00:00,0.5
It’s the same.,-1001950217998,2024-01-28 22:58:17+00:00,0.5
"Give the man a break …
@ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 22:31:21+00:00,0.45
"@ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 22:27:45+00:00,0.5
"⚡️A leaked clip of the moment a force in Gaza was targeted with a missile and a soldier was injured

@AIQUDSNOW
@BUBAIDATALKS",-1002129709757,2024-01-28 22:24:13+00:00,0.5
"🔹 **Belgium: Farmers' anger tonight in Turnhout, in the Flemish region. Protests began to spread throughout Belgium**                                                                                                                 @ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 22:18:41+00:00,0.46551724137931033
"In return... ✍️

If the American response (traditionally) is sufficient to appear weak to everyone, then this represents a fall in the prestige of the United States of America and a disruption of the deterrence equation with Iran...

Therefore, we expect a balanced response between two ceilings: a higher ceiling, which is not engaging in a comprehensive war with Iran, and a lower ceiling, which is certainly greater than previous responses.

Accordingly, if traditional responses are received with media exaggeration, their prestige will fall before the factions loyal to Iran, and if they respond with a greater response than before, the rules of engagement will move to a hotter level, and the escalation will continue in any case.
@ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 22:09:31+00:00,0.5071942446043165
"Berlin police brutally attacked pro-Palestine demonstrators on Sunday evening                                                                                                                                                                                        @Resistancetoast
@Al_Qassam_Toast",6594475443,2024-01-28 22:06:45+00:00,0.46153846153846156
"Al-Quds Brigades publishes a video and sends a message to the occupation soldiers.
(Our packages are volcanoes in your bodies)
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-28 22:02:31+00:00,0.5
⭕️Video | Scenes from the operation to target the occupation’s spy equipment at the Ras Naqoura naval site of the Israeli enemy army with a special guided missile.,-1001950217998,2024-01-28 21:51:30+00:00,0.4838709677419355
"🚨 Jordanian government spokesman 🚨

“The attack that targeted American soldiers did not occur on Jordanian soil.”

✍️ Comment:
He lies so that he is not concerned with responding to the targeting of his territory. The attack was carried out specifically on Tower 22, which is located inside Jordanian territory, as the map shows.
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-28 21:47:15+00:00,0.4846153846153846
"Salma Obaid, 3 years old, was injured by shrapnel from an F-16 missile that fell on their house, killing her sister, Sama, 4 years old, and her father, and wounding the rest of the family in western Khan Yunis.
Photo:Belal Khaled
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-28 21:46:43+00:00,0.4818181818181818
"This Western foreigner, who is considered by some to be an infidel or a racist, cries in grief for the people of #Palestine, while some Arab brothers, who have a phobia of the Muslim Brotherhood, direct their pens to #Hamas instead of learning From this woman's humanity!                                                                                                                                            @Resistancetoast
@Al_Qassam_Toast",-1001950217998,2024-01-28 21:40:21+00:00,0.4666666666666667
"**Agencies: The number of casualties in the attack that targeted the American forces base between the Jordanian-Syrian border rose to 40 soldiers, including one killed or wounded, and the attack was claimed by the Islamic Resistance in Iraq**                                                                   🔥🔥🔥",-1001950217998,2024-01-28 21:35:32+00:00,0.45652173913043476
"This is not a drawing painted with an artist's brush. This is a real picture from Gaza.
God is sufficient for us, and He is the best disposer of affairs 😭💔
@ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 21:32:27+00:00,0.5256410256410257
"Source from the Iraqi resistance to Al Jazeera:
The march that killed American soldiers was launched from inside Syrian territory..",-1001950217998,2024-01-28 21:29:33+00:00,0.45454545454545453
@proxytweetbio,5372600484,2024-01-28 20:57:02+00:00,0.5
bye,2024491846,2024-01-28 20:56:37+00:00,0.5
"🤡🤡🤡 ""if the capitol crumbled to the ground, the one thing that would remain is our commitment to israel""",2024491846,2024-01-28 20:56:33+00:00,0.5227272727272727
Ok by,6624667263,2024-01-28 20:55:50+00:00,0.5
Ya,6624667263,2024-01-28 20:55:46+00:00,0.5
yes?,2024491846,2024-01-28 20:54:12+00:00,0.5
Join,6624667263,2024-01-28 20:54:02+00:00,0.5
you support palestina?,2024491846,2024-01-28 20:53:51+00:00,0.625
Thanks❤,6624667263,2024-01-28 20:53:40+00:00,0.5
beautiful,2024491846,2024-01-28 20:53:33+00:00,1.0
India🇮🇳,6624667263,2024-01-28 20:53:24+00:00,0.5
"Wakanda, you?",2024491846,2024-01-28 20:53:15+00:00,0.5
Where are you from,6624667263,2024-01-28 20:52:58+00:00,0.5
Good,6624667263,2024-01-28 20:52:49+00:00,1.0
"thank you fine, you?",2024491846,2024-01-28 20:52:43+00:00,0.6666666666666666
How are you,6624667263,2024-01-28 20:52:35+00:00,0.5
hi,2024491846,2024-01-28 20:52:08+00:00,0.5
What,5284211419,2024-01-28 20:52:03+00:00,0.5
Hii,5284211419,2024-01-28 20:51:53+00:00,0.5
"You will be victorious.. You will be victorious, Palestine..
Malaysian fans in Kuala Lumpur chant for Palestine
@ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-28 20:50:47+00:00,0.5625
"🚨 Lindsey Graham 🚨

“Strike Iran now...! Strike it hard!”",-1001950217998,2024-01-28 20:47:40+00:00,0.4
Anyone is there🙄🙄,6624667263,2024-01-28 20:47:28+00:00,0.5
Helloo,6624667263,2024-01-28 20:47:19+00:00,0.5
,6594475443,2024-01-28 20:40:25+00:00,0.0
"Following up on the #Texas 🇺🇸

🚨 case, Russian expert Alexander Nazarov writes: 🚨

""The attached maps show US nuclear weapons storage locations, and Republican and Democratic states. There are concerns regarding the US nuclear arsenal if the situation deteriorates and the division between Democrats and Republicans increases. Democrats have about twice the number of nuclear warheads that Republicans have , and in the event of any possible collapse of the United States of America At least two new nuclear superpowers will be formed, and their nuclear weapons will begin to degrade rapidly from a technical standpoint and will be under questionable control in terms of use and proliferation The world is in great danger, and China, Russia and perhaps some of the other major BRICS countries now need to think about how to impose Control of US nuclear weapons in the event of chaos in the United States.                                                                                          @ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 20:40:24+00:00,0.4817073170731707
"☠️☠️ Intelligence summit in Europe, with participation of Mossad, CIA heads plus Qatar, Egypt concluded short while ago.",2024491846,2024-01-28 20:36:54+00:00,0.5227272727272727
,-1001950217998,2024-01-28 20:36:51+00:00,0.0
"**3 B52 planes have now landed at Ben Gurion Airport**                                                                                                                               @ME_Corridors
@Al_Qassam_Toast",-1001950217998,2024-01-28 20:36:50+00:00,0.5
"The typical basement of the average conservative Trump supporter in America. Of course, in the event of a civil war, there would be a genocide of liberals in the first weeks, including neighborhoods inhabited by Latinos and blacks, who also have a lot of weapons. But the number of white conservatives is dwindling, so I doubt that conservatives will be able to impose their control over the entire American territory.",-1001950217998,2024-01-28 20:27:00+00:00,0.4807692307692308
"The Louder We Scream About Social Issue,  The More The World Can't Continue To Ignore Us💯",732826964,2024-01-28 20:22:33+00:00,0.3888888888888889
https://t.me/Asyupnd,1391281768,2024-01-28 20:21:27+00:00,0.5
**T.me/Powerfuliranians** 🇮🇷💖🇵🇸,169657243,2024-01-28 20:20:40+00:00,0.5
"The Clown Trump blames The Butcher Biden regarding [the dead 3 American Terrorists](https://t.me/westernhypocrisy/3412) in Jordan 🇺🇲🇮🇱🐖

""__Three years ago, Iran was weak, broke, and totally under control. And now, our country cannot survive with Joe Biden as Commander in Chief"".__",-1001666243069,2024-01-28 20:18:15+00:00,0.5267857142857143
,169657243,2024-01-28 20:16:11+00:00,0.0
,169657243,2024-01-28 20:16:11+00:00,0.0
,169657243,2024-01-28 20:16:11+00:00,0.0
"**Remember, Goyim! Jews are White Europeans Khazars** **from Eastern Europe** **who Converted from Paganism to Judaism in the 14th Century. Their leader is the British Scumbag, the Rothschild who stole Palestine for the jews. ****T.me/SatanicJew** **
Europeans Are NOT SEMITES!
**😈 **T.me/ExposingZionist**** **😈",169657243,2024-01-28 20:16:11+00:00,0.506578947368421
,169657243,2024-01-28 20:16:11+00:00,0.0
Salam,732826964,2024-01-28 20:09:10+00:00,0.5
"Urgent:
Western press sources announced that there were 28 American army soldiers killed and wounded in Jordan, in a drone attack.

For the first time since the beginning of the Gaza war.                                                                                                                                    @ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 20:08:20+00:00,0.4625
"#Al-Qassam Brigades published through its official account: 🔻
Whoever fails to warn cannot decide                                                    @ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 20:04:15+00:00,0.5238095238095238
"✍️✍️✍️

🔻 The United States of America is in real trouble because of Israel... 🔻

🎯 What is the nature of the American response to Iran ⁉️

As for the United States and on the general strategic level...all the battles and chaos that are taking place in the Middle East never compare in terms of geostrategic importance with what is happening in Eastern Europe, where Russia is victorious there, and in Asia, the Pacific, and the South China Sea, where Chinese influence is increasing.

Neither the Chinese dragon nor the Russian bear will be sad if the United States of America gets involved in the mud of the Middle East again, as it has been involved in Afghanistan and Iraq for decades.

American military leaders know very well that any other trouble in the Middle East means more weakness for the American army and more time for the Russian and Chinese armies to increase their influence and weight on the international map... Therefore, it is expected that it will “swallow its health” and take revenge as usual by bombing some empty headquarters here and there. God knows the secret...
@ME_Corridors
@Al_Qassam_Toast",6594475443,2024-01-28 19:56:21+00:00,0.5
"Proxy connect 


https://t.me/proxy?server=94.130.232.214&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D



https://t.me/proxy?server=94.130.232.214&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D


https://t.me/proxy?server=94.130.232.214&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D


https://t.me/proxy?server=94.130.232.214&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D


https://t.me/proxy?server=94.130.232.214&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D


https://t.me/proxy?server=94.130.232.214&port=8580&secret=FgMBAgABAAH8AwOG4kw63Q%3D%3D


@proxytweetbio",5372600484,2024-01-28 19:56:02+00:00,0.5
